230172,656,482,0
230414,655,482,0
231033,655,482,0
231231,655,482,-1
231738,659,483,-1
232096,655,482,-1
232557,656,481,-1
233107,657,488,-1
233683,658,494,-1
234207,664,498,-1
234623,670,503,-1
234809,670,503,57
235186,671,503,57
235837,670,505,57
235904,670,505,57
236220,671,503,57
237104,670,503,57
237180,670,503,56
237295,677,494,56
237950,686,474,56
237955,686,474,59
238523,690,465,59
238910,690,463,59
238942,690,463,58
239587,690,465,58
240035,690,465,58
240494,691,466,58
241258,699,465,58
241570,705,462,58
242084,712,463,58
242591,721,462,58
243117,724,456,58
243202,724,456,138
243716,727,453,138
244186,726,453,138
244234,726,453,138
244752,724,453,138
245235,726,453,138
245365,726,453,138
245868,711,445,138
246378,694,437,138
246406,694,437,139
246896,688,434,139
247411,686,434,139
247422,686,434,138
247918,688,434,138
248430,690,435,138
249053,690,435,146
249063,688,430,146
249553,687,429,146
250119,687,429,146
250133,687,429,146
250694,686,429,146
251092,686,429,146
251100,687,430,146
251714,671,425,146
252232,671,425,146
252425,650,419,146
252684,644,420,146
253198,644,420,145
253216,646,420,145
253858,646,418,145
254373,644,419,145
254995,644,419,152
255034,648,415,152
255729,646,414,152
255744,646,414,152
255857,648,414,152
256422,648,414,152
256824,648,414,151
256939,647,415,151
257580,626,414,151
257846,626,414,153
258146,603,410,153
258568,603,411,153
258855,603,411,152
259078,604,411,152
259690,604,411,152
260208,604,411,152
260410,604,411,158
260755,602,408,158
261331,602,408,158
261357,602,408,158
261749,602,408,158
262301,602,408,158
262658,602,408,158
262874,596,407,158
263479,571,410,158
263527,571,410,159
263895,558,410,159
264432,557,413,159
264706,557,413,158
264893,557,412,158
265438,559,411,158
265630,559,411,158
266044,557,412,158
266771,558,411,158
266772,558,411,157
267075,547,414,157
267687,527,414,157
267912,527,414,155
268706,513,417,155
268821,515,416,155
269105,515,416,154
269346,514,417,154
269935,514,417,154
269939,514,417,153
270237,515,416,153
270749,514,415,153
270857,514,415,153
271265,505,418,153
272001,482,420,153
272053,482,420,152
272395,471,419,152
273120,471,420,152
273130,471,420,151
273417,471,420,151
273925,471,420,151
274018,471,420,150
274544,471,419,150
275070,469,421,150
275132,469,421,150
275520,459,422,150
276091,434,424,150
276122,434,424,149
276702,425,424,149
277207,424,426,149
277281,424,426,149
277757,425,425,149
278537,424,425,149
278549,424,425,149
279049,426,425,149
279237,425,424,149
279283,425,424,148
279974,409,426,148
280386,387,427,148
280389,387,427,147
281006,380,428,147
281382,380,429,147
281636,380,429,146
282118,382,429,146
282631,380,428,146
283045,380,428,143
283243,377,431,143
283571,377,430,143
283777,377,430,142
284357,378,430,142
284529,379,431,142
284763,379,431,142
285090,373,432,142
285777,350,432,142
285911,350,432,139
286128,334,432,139
286738,333,430,139
286933,333,430,138
287859,333,432,138
288466,335,432,138
289084,335,432,136
289152,331,433,136
289326,332,433,136
289326,332,433,134
289431,332,433,134
289941,332,432,134
290569,332,434,134
290949,308,432,134
291642,288,431,134
291651,288,431,134
292052,288,431,131
292057,289,431,131
292669,289,431,130
292691,289,431,130
293081,289,430,130
293690,287,431,130
294099,287,431,119
294141,285,436,119
294711,284,435,119
295333,284,435,118
295352,286,435,118
295758,285,435,118
296208,287,436,118
296233,287,436,118
296753,270,431,118
297381,270,431,114
297434,248,426,114
297885,242,423,114
298414,242,423,113
298419,243,422,113
299021,241,423,113
299424,243,424,113
299766,243,424,105
300072,239,426,105
300506,239,425,105
300856,239,425,103
301072,240,427,103
301591,240,426,103
302086,240,426,103
302100,237,424,103
302729,218,414,103
303004,218,414,99
303220,202,408,99
303727,202,408,99
304029,202,408,98
304200,201,408,98
304757,202,406,98
305243,200,407,98
305569,200,407,88
305770,198,410,88
306388,199,412,88
306592,199,412,86
306838,198,410,86
307433,198,410,86
307620,198,410,86
307935,192,406,86
308447,176,392,86
308745,176,392,83
309057,165,383,83
309565,165,381,83
309765,165,381,82
310077,164,380,82
310597,166,380,82
311110,164,381,82
311513,164,381,70
311619,160,382,70
312180,160,383,70
312426,160,383,68
312739,159,383,68
313254,159,385,68
313457,159,385,68
313764,157,379,68
314274,143,359,68
314476,143,359,65
314886,137,351,65
315403,137,351,65
315703,137,351,64
315918,137,348,64
316437,136,349,64
316936,134,347,64
317447,134,347,46
317475,127,350,46
317989,129,347,46
318471,129,347,44
318529,128,348,44
319092,127,346,44
319496,127,346,44
319705,128,348,44
320143,122,331,44
320518,122,331,40
320722,116,308,40
321191,118,306,40
321743,118,306,39
321754,119,309,39
322236,118,308,39
322876,118,309,39
323397,113,309,39
323690,113,309,12
323887,106,307,12
324418,108,306,12
324815,108,306,10
324904,107,307,10
325438,107,306,10
325841,107,306,10
325949,110,305,10
326680,114,286,10
326866,114,286,6
327077,119,269,6
327685,117,269,6
327898,117,269,5
328097,120,270,5
328710,120,269,5
329214,119,268,5
329732,117,263,5
330195,108,262,5
330764,107,256,5
330878,107,256,-50
331264,103,252,-50
332088,104,252,-50
332316,104,252,-52
332322,103,250,-52
332901,107,249,-52
332966,107,249,-52
333449,114,249,-52
333924,133,242,-52
334018,133,242,-55
334660,143,239,-55
335063,143,240,-55
335072,143,240,-56
335623,146,239,-56
336095,145,238,-56
336597,147,236,-56
337116,143,229,-56
337412,143,229,-90
337725,146,222,-90
338541,148,223,-90
338567,148,223,-91
338773,148,225,-91
339257,147,224,-91
339460,147,224,-92
340078,153,226,-92
340319,172,232,-92
340585,172,232,-95
340899,187,233,-95
341419,186,234,-95
341611,186,234,-95
341920,187,236,-95
342423,185,234,-95
343172,188,233,-95
343772,192,227,-95
343990,192,227,-128
344061,199,222,-128
344807,197,220,-128
344870,197,220,-130
345211,196,220,-130
345822,200,225,-130
346059,200,225,-131
346243,203,224,-131
347049,214,241,-131
347211,214,241,-134
347308,223,253,-134
348251,225,258,-134
348296,225,258,-134
348328,223,255,-134
348938,225,257,-134
349600,225,255,-134
349789,225,255,-147
350911,225,255,-149
351857,225,255,-149
353083,225,255,-153
353923,225,255,-154
355638,225,255,-168
356766,225,255,-170
357790,225,255,-170
358921,225,255,-174
