1468,0,0,-59
2335,0,0,-55
3547,0,0,-53
5094,0,0,-51
5410,0,0,-48
6518,0,0,-46
7646,0,0,-44
8567,0,0,-41
9525,0,0,-38
10542,0,0,-36
11849,0,0,-32
14714,0,0,-29
15298,0,0,-26
15298,0,0,-24
18309,0,0,-21
19328,0,0,48
20405,0,0,51
21363,0,0,61
22349,0,0,71
23380,0,0,78
24392,0,0,83
25446,0,0,87
26686,0,0,91
50327,0,0,94
51366,0,0,-2
52421,0,0,34
53310,0,0,45
54447,0,0,46
55346,0,0,49
56384,0,0,51
57409,0,0,54
58440,0,0,57
60086,0,0,59
60713,0,0,62
64477,0,0,0
65421,0,0,-61
66331,0,0,-60
67451,0,0,-57
68471,0,0,-54
69513,0,0,-54
70509,0,0,-51
71645,0,0,-48
72664,0,0,-45
73587,0,0,-42
74714,0,0,-40
75637,0,0,-37
76762,0,0,-35
79977,0,0,-32
81169,0,0,33
82188,0,0,36
83126,0,0,38
84139,0,0,43
85207,0,0,45
86169,0,0,48
87394,0,0,51
88825,0,0,53
90142,0,0,56
90985,0,0,58
92710,0,0,61
93667,0,0,94
95401,0,0,97
96833,0,0,118
98576,0,0,121
99821,0,0,124
100728,0,0,126
100976,0,0,129
102921,0,0,134
104000,0,0,173
105010,0,0,176
106054,0,0,-178
107177,0,0,-176
108199,0,0,-175
109222,0,0,-171
111588,0,0,-169
111592,0,0,-166
114988,0,0,-163
116089,0,0,134
117111,0,0,136
118233,0,0,136
119167,0,0,139
120287,0,0,142
121185,0,0,144
122206,0,0,147
125626,0,0,150
126641,0,0,103
127451,0,0,105
128891,0,0,107
129703,0,0,110
130587,0,0,110
131659,0,0,113
132628,0,0,116
133940,0,0,119
137904,0,0,122
139025,0,0,47
139927,0,0,49
141171,0,0,52
143857,0,0,54
144168,0,0,55
144454,0,0,57
145582,0,0,59
146411,0,0,62
147456,0,0,65
148444,0,0,67
149568,0,0,70
150578,0,0,73
152651,0,0,76
153671,0,0,57
154602,0,0,59
155823,0,0,62
156844,0,0,64
157775,0,0,65
158819,0,0,67
159912,0,0,70
160898,0,0,73
161830,0,0,75
162891,0,0,77
163938,0,0,80
165033,0,0,83
165986,0,0,85
167086,0,0,88
168114,0,0,91
169449,0,0,93
170346,0,0,96
171178,0,0,98
172713,0,0,101
173332,0,0,103
176199,0,0,106
176213,0,0,108
176342,0,0,111
202718,0,0,113
203797,0,0,34
205107,0,0,99
205910,0,0,104
208432,0,0,110
208770,0,0,113
209035,0,0,115
210095,0,0,118
211116,0,0,121
212091,0,0,124
213165,0,0,126
214192,0,0,129
215215,0,0,131
216240,0,0,134
217461,0,0,137
218289,0,0,139
219286,0,0,142
220328,0,0,145
221556,0,0,147
222397,0,0,150
223399,0,0,152
224427,0,0,155
225449,0,0,158
226688,0,0,160
227702,0,0,163
229924,0,0,0
230867,0,0,32
232017,0,0,36
232869,0,0,39
234053,0,0,41
235017,0,0,44
235998,0,0,46
237043,0,0,49
238042,0,0,52
239173,0,0,54
240197,0,0,57
241321,0,0,60
242093,0,0,62
243169,0,0,65
244392,0,0,67
245318,0,0,70
246249,0,0,73
247493,0,0,75
248283,0,0,78
249314,0,0,81
250333,0,0,83
251457,0,0,86
252512,0,0,89
253405,0,0,91
254427,0,0,94
255522,0,0,96
256579,0,0,99
257540,0,0,102
258641,0,0,104
259547,0,0,107
260552,0,0,110
261698,0,0,112
262597,0,0,115
263748,0,0,118
264773,0,0,120
265804,0,0,123
266778,0,0,125
267730,0,0,128
268872,0,0,131
269784,0,0,133
270925,0,0,136
271838,0,0,139
272854,0,0,141
273885,0,0,144
301644,0,0,147
302555,0,0,4
303676,0,0,7
304676,0,0,9
304768,0,0,12
305756,0,0,0
305824,651,489,0
306450,653,488,0
306722,653,488,3
307153,651,489,3
307693,650,488,3
307971,648,490,3
308769,648,490,21
308794,651,495,21
309202,650,495,21
309816,650,495,24
309823,649,496,24
310155,652,496,24
310762,652,496,27
310767,650,496,27
311398,633,506,27
311596,633,506,32
311804,612,514,32
312222,615,515,32
312863,615,515,35
312870,612,514,35
313427,613,514,35
313804,614,516,35
314442,609,510,35
314850,607,504,35
315357,607,504,3
315417,611,497,3
315923,612,498,3
316382,612,498,5
316470,612,496,5
316996,613,497,5
317424,613,497,7
317517,613,497,7
318048,614,498,7
318789,614,498,10
318799,612,496,10
319120,614,498,10
319452,614,498,12
319663,612,497,12
320170,612,497,12
320476,612,497,15
320789,612,496,15
321313,613,497,15
321500,613,497,18
321773,614,498,18
322321,613,497,18
322464,613,497,20
322825,613,496,20
323449,612,496,20
323517,612,496,23
323904,613,496,23
324581,613,498,23
324983,613,498,26
324985,613,496,26
325598,613,497,26
325613,613,497,28
326114,614,498,28
326624,612,496,28
326667,612,496,31
327092,611,497,31
327645,611,497,34
327652,614,498,34
328167,614,497,34
328668,614,497,36
328710,613,497,36
329291,613,496,36
329821,613,496,39
329835,613,497,39
330317,611,496,39
330795,611,496,42
330828,613,497,42
331545,614,498,42
331742,614,498,44
331926,613,497,44
332458,610,497,44
332771,610,497,47
332921,613,498,47
333594,613,497,47
333789,613,497,49
334116,612,497,49
334749,611,496,49
334805,611,496,52
335105,614,497,52
335641,613,497,52
335810,613,497,55
336106,613,498,55
336657,613,498,55
336837,613,498,57
337286,611,497,57
337784,613,498,57
337864,613,498,60
338302,613,497,60
338846,614,498,60
338890,614,498,63
339337,613,498,63
339870,613,498,63
339925,613,498,65
340446,613,496,65
340882,611,496,65
340930,611,496,68
341475,613,496,68
341986,611,497,68
341990,611,497,71
342499,612,496,71
343114,611,496,71
343165,611,496,73
343623,612,497,73
344030,612,497,76
344074,612,495,76
344666,611,497,76
345115,611,497,79
345134,615,498,79
345672,614,498,79
346081,614,498,81
346193,613,497,81
346787,613,496,81
347103,613,496,84
347310,613,497,84
347866,612,498,84
348103,612,498,86
348330,613,496,86
348855,612,497,86
349158,612,497,89
349470,613,496,89
349954,611,496,89
350482,612,496,89
